grien	dziwdu	dziwdu_qhanshiev	zyephev	chetxryn_ziosryo_sishiev	chetxryn_ziosryo_xrynmyuk	chetxryn_ziosryo_sieuxryn	diavko_xrynbu	chetxryn_dzankryen_pyunlyi	chetxryn_dzankryen	pyanchet_chetxryn	pyanchet_chetxryn_tyoshiek	pyanchet_xyavxryn	pyanchet_xyavxryn_tyoshiek	pyanchet_kuavxryn	pyanchet_kuavxryn_tyoshiek	pyanchet_dzipxryn	pyanchet_dzipxryn_tyoshiek	qhanziwqhwi_shievlyi	qhanziwqhwi_xrynlyi	qhanziwqhwi_deulyi	giwtha_potyo	qrimvrielan	thovqitmra
05B9A-003-045-005	定		dêŋ	3	45	5	耕	2	[《P3694r》]	特徑反		特徑反		徒徑切				定	徑	去			U+5B9A
05B9A-003-045-006	定		têŋ	3	45	6	耕	2	[《P3694r》]	null		null		丁定切				null	null	null			U+5B9A
05B9C-001-005-022	宜		ŋrie	1	5	22	歌	2	[《P3696(2)》]	魚羈反		魚羈反		魚羈切				疑	支	平			U+5B9C
05BA2-004-019-015	客		khrak	4	19	15	鐸	2	[《切三》]	苦陌反		苦陌反		苦格切				溪	陌	入			U+5BA2
05BA4-004-005-020	室		shit	4	5	20	質	2	[《切三》]	識質反		識質反		式質切				書	質	入			U+5BA4
05BA5-003-046-001	宥		xyû	3	46	1	之	2	[《P3694r》]	尤救反		尤救反		于救切				云	宥	去			U+5BA5
05BA6-003-028-007	宦		xruân	3	28	7	元	0	[《藤田2018》]	胡慣反		胡慣反		胡慣切				匣	諫	去			U+5BA6
05BAB-001-001-010	宫		kyuŋ	1	1	10	冬	3	[《切二》]	居隆反		居隆反		居戎切				見	東	平			U+5BAB
05BB5-001-030-001	宵		sieu	1	30	1	宵	2	[《切三》]	相焦反		相焦反		相邀切				心	宵	平			U+5BB5
05BB5-002-028-001	宵		siéu	2	28	1	宵	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	｛小｝。《禮·學記》：“《宵雅》肄三，官其始也。”注：“宵之言小也。”音義：“宵，音消，小也。”	U+5BB5
05BB5-003-033-001	宵		siêu	3	33	1	宵	0	[《藤田2018》]	null		null		null		null		null	null	null	見音義欄。	｛肖｝。《漢書·刑法志》：“夫人宵天地之貌。”注引應劭：“宵，類也。”又孟康：“宵，化也，言禀天地氣化而生也。”又：“宵，義與‘肖’同，應説是也。”	U+5BB5
05BBF-003-046-018	宿		syû	3	46	18	覺	2	[《P3694r》]	null		息救反		息救切				心	宥	去			U+5BBF
05BBF-004-001-041	宿		syuk	4	1	41	覺	2	[《切三》]	息逐反		息逐反		息逐切				心	屋	入			U+5BBF
05BC7-003-047-002	寇		khû	3	47	2	侯	2	[《P3694r》]	苦候反		苦候反		苦候切				溪	候	去			U+5BC7
05BD2-001-024-001	寒		xan	1	24	1	元	2	[《切三》]	胡安反		胡安反		胡安切				匣	寒	平			U+5BD2
05BE4-003-011-007	寤		ŋô	3	11	7	魚	0	[《藤田2018》]	五故反		吾故反		五故切				疑	暮	去			U+5BE4
05BE6-004-005-003	實		zhit	4	5	3	質	2	[《切三》]	神質反		神質反		神質切				船	質	入			U+5BE6
05BE9-002-044-010	審		shím	2	44	10	侵	2	[《切三》]	式稔反		式稔反		式荏切	原誤作“式任切”。			書	寢	上			U+5BE9
05BF6-002-030-015	寶		páu	2	30	15	幽	2	[《切三》]	博抱反		博抱反		博抱切				幫	皓	上			U+5BF6
05BF8-002-020-002	寸		chún	2	20	2	文	1	[《切一》]	null		null		null		取本切		清	混	上			U+5BF8
05BF8-003-025-012	寸		chûn	3	25	12	文	3	[《S6176r》]	倉困反		倉困反		倉困切				清	慁	去			U+5BF8
05BFA-003-007-003	寺		ziə̂	3	7	3	之	0	[《藤田2018》]	辭吏反		辭吏反		祥吏切				邪	志	去			U+5BFA
05BFA-003-007-017	寺		diə̂	3	7	17	之	0	[《藤田2018》]	null		null		null		時吏切		null	null	null			U+5BFA
05C04-003-037-014	射		jiâ	3	37	14	鐸	2	[《S6176v》]	以謝反		以謝反		羊謝切				以	禡	去			U+5C04
05C04-003-037-020	射		zhiâ	3	37	20	鐸	0	[《藤田2018》]	神夜反		神夜反		神夜切				船	禡	去			U+5C04
05C04-004-017-004	射		jiek	4	17	4	鐸	2	[《切三》]	null		null		羊益切				以	昔	入			U+5C04
05C04-004-017-018	射		zhiek	4	17	18	鐸	2	[《切三》]	食亦反		〼〼〼（食亦反）	《王一》脱字（食亦反），《王三》誤以“麝”又反作“食夜反”。	食亦切				船	昔	入			U+5C04
05C07-001-037-016	將		ciaŋ	1	37	16	陽	2	[《切三》]	即良反		即良反		即良切				精	陽	平			U+5C07
05C07-001-037-025	將		chiaŋ	1	37	25	陽	2	[《切三》]	null		null		null		千羊切		清	陽	平			U+5C07
05C07-003-040-019	將		ciâŋ	3	40	19	陽	0	[《藤田2018》]	即亮反		即亮反		子亮切				精	漾	去			U+5C07
05C09-003-008-008	尉		qyûi	3	8	8	物	0	[《藤田2018》]	於謂反		於謂反		於胃切				影	未	去			U+5C09
05C09-004-006-003	尉		qyut	4	6	3	物	2	[《切三》, 《P3694v》]	null		■■■		紆物切				影	物	入			U+5C09
05C0A-001-022-006	尊		cun	1	22	6	文	2	[《切三》]	即昆反		即昆反		祖昆切				精	魂	平			U+5C0A
05C0D-003-018-006	對		tûi	3	18	6	物	0	[《藤田2018》]	都佩反		都佩反		都隊切				端	隊	去			U+5C0D
05C0E-003-035-002	導		dâu	3	35	2	幽	0	[《藤田2018》]	徒到反		徒到反		徒到切				定	號	去			U+5C0E
05C0F-002-028-001	小		siéu	2	28	1	宵	2	[《切三》]	私兆反		私兆反		私兆切				心	小	上			U+5C0F
05C11-002-028-004	少		shiéu	2	28	4	宵	2	[《切三》]	書沼反		書沼反		書沼切				書	小	上			U+5C11
05C11-003-033-018	少		shiêu	3	33	18	宵	2	[《S6176v》]	失召反		失召反		失照切				書	笑	去			U+5C11
05C16-001-047-018	尖		ciem	1	47	18	談	2	[《切三》]	子廉反		子廉反		子廉切				精	鹽	平			U+5C16
05C1F-002-026-001	尟		sién	2	26	1	元	2	[《切三》]	null		息淺反		息淺切				心	獮	上			U+5C1F
05C24-001-043-001	尤		xyu	1	43	1	之	2	[《切三》]	雨求反		羽求反		羽求切				云	尤	平			U+5C24
05C2A-001-038-013	尪		quaŋ	1	38	13	陽	2	[《切三》]	烏光反		烏光反		烏光切				影	唐	平			U+5C2A
05C2C-003-016-004	尬		krêi	3	16	4	月	3	[《P3696(1)v》]	null		null		古拜切				null	null	null			U+5C2C
05C37-001-051-002	尷		krem	1	51	2	談	2	[《切三》]	null		null		null		null		null	null	null	《正字通》：“尲，别作‘尷’。”		U+5C37
05C39-001-017-048	尹		xryn	1	17	48	文	0	[《藤田2018》]	null		null		null		于倫切		null	null	null			U+5C39
05C39-002-016-004	尹		jýn	2	16	4	文	2	[《切三》]	余准反		余准反		余準切				以	準	上			U+5C39
05C3B-001-032-017	尻		khau	1	32	17	幽	2	[《切三》]	苦勞反		苦勞反		苦刀切				溪	豪	平			U+5C3B
05C40-004-003-005	局		gyok	4	3	5	屋	2	[《切三》]	渠玉反		渠玉反		渠玉切				群	燭	入			U+5C40
05C45-001-007-011	居		kiə	1	7	11	魚	2	[《切三》]	null		null		居之切				見	之	平			U+5C45
05C45-001-009-004	居		kio	1	9	4	魚	2	[《切三》]	舉魚反		舉魚反		九魚切				見	魚	平			U+5C45
05C48-004-006-005	屈		khyut	4	6	5	物	2	[《切三》, 《P3694v》]	區物反		區物反		區勿切				溪	物	入			U+5C48
05C48-004-006-006	屈		gyut	4	6	6	物	2	[《切三》, 《P3694v》]	null		null		null		渠勿切		群	迄	入			U+5C48
05C48-004-006-112	屈		kyut	4	6	112	物	2	[《切三》, 《P3694v》]	null		居勿反		九勿切				null	null	null			U+5C48
05C48-004-009-008	屈		khyat	4	9	8	月	2	[《切三》, 《P3694v》]	null		null		去月切				null	null	null			U+5C48
05C4A-003-015-004	届		krêi	3	15	4	質	3	[《P3696(1)v》]	古拜反		古拜反		古拜切				見	怪	去			U+5C4A
05C60-001-009-018	屠		drio	1	9	18	魚	2	[《切三》]	null		null		直魚切				null	null	null			U+5C60
05C60-001-011-005	屠		do	1	11	5	魚	1	[《P3695》+《P3696(p13)》]	度都反		度都反		同都切				定	模	平			U+5C60
05C67-004-025-008	屧		sep	4	25	8	葉	2	[《P3799》]	蘇協反		蘇協反		蘇協切				心	帖	入			U+5C67
05C6E-002-030-009	屮		cháu	2	30	9	幽	2	[《切三》]	null		null		null		采早切		清	皓	上			U+5C6E
05C6E-004-015-042	屮		thriet	4	15	42	幽	2	[《切三》]	丑列反		丑列反		丑列切				徹	薛	入			U+5C6E
05C71-001-026-001	山		sren	1	26	1	元	2	[《切三》]	所間反		所間反		所間切				生	山	平			U+5C71
05C79-004-008-003	屹		ŋiət	4	8	3	物	2	[《切三》, 《P3694v》]	null		null		魚迄切				疑	迄	入			U+5C79
05C7A-002-006-014	屺		khiə́	2	6	14	之	2	[《切三》]	墟里反		墟里反		墟里切				溪	止	上			U+5C7A
05C7E-001-018-002	屾		srin	1	18	2	真	0	[《藤田2018》]	null		null		所臻切				null	null	null			U+5C7E
05C89-004-006-001	岉		myut	4	6	1	物	2	[《切三》, 《P3694v》]	null		null		文弗切				null	null	null			U+5C89
05C8C-004-026-016	岌		ŋrip	4	26	16	緝	2	[《P3799》]	魚及反		魚及反		魚及切				疑	緝	入			U+5C8C
05C8D-001-027-013	岍		khen	1	27	13	元	2	[《切三》]	null		null		苦堅切				null	null	null			U+5C8D
05C91-001-046-019	岑		ŋrim	1	46	19	侵	2	[《S6187》]	null		null		null		魚音切		疑	侵	平			U+5C91
05C91-001-046-024	岑		dzrim	1	46	24	侵	2	[《S6187》]	鋤簪反		鋤金反		鋤針切				崇	侵	平			U+5C91
05CA1-001-038-005	岡		kaŋ	1	38	5	陽	2	[《切三》]	null		古郎反		古郎切				見	唐	平			U+5CA1
05CA3-001-010-026	岣		kyo	1	10	26	侯	2	[《切三》]	舉隅反		舉隅反		舉朱切				null	null	null			U+5CA3
05CA3-002-042-006	岣		kú	2	42	6	侯	0	[《藤田2018》]	null		古厚反		古厚切				見	厚	上			U+5CA3
05CA9-001-052-003	岩		ŋram	1	52	3	談	2	[《切三》]	null		null		null		null		疑	銜	平	《辭源》：“‘巖’的异體。三國魏曹植《曹子建集》三《洛神賦》：‘睹一麗人，於岩之畔。’《文選》作‘巖’。”		U+5CA9
05CAB-003-046-007	岫		zyû	3	46	7	幽	2	[《P3694r》]	似祐反		似祐反		似祐切				邪	宥	去			U+5CAB
05CB5-002-010-016	岵		xó	2	10	16	魚	2	[《切三》]	胡古反		〼〼〼（胡古反）	《王三》脱字（胡古反），《王一》無本。	侯古切				匣	姥	上			U+5CB5
05CC9-004-019-013	峉		ŋrak	4	19	13	鐸	2	[《切三》]	五陌反		五陌反		五陌切				疑	陌	入			U+5CC9
05CD2-001-001-002	峒		duŋ	1	1	2	東	3	[《切二》]	徒紅反		徒紅反		徒紅切				定	東	平			U+5CD2
05CD2-003-001-010	峒		dûŋ	3	1	10	東	3	[《P3696(1)r》]	徒弄反		徒弄反		徒弄切				定	送	去			U+5CD2
05CD9-002-006-013	峙		driə́	2	6	13	之	2	[《切三》, 《TIVK75-100br》]	直里反		直里反		直里切				澄	止	上			U+5CD9
05CDB-002-004-024	峛		lié	2	4	24	月	2	[《切三》]	力氏反		力氏反		力紙切				null	null	null			U+5CDB
05CE5-001-039-012	峥		dzraŋ	1	39	12	耕	2	[《切三》]	null		null		助庚切				null	null	null			U+5CE5
05CE5-001-040-008	峥		dzreŋ	1	40	8	耕	2	[《切三》]	士耕反		仕耕反		士耕切				崇	耕	平			U+5CE5
05CE8-001-033-017	峨		ŋa	1	33	17	歌	2	[《切三》]	五哥反		五歌反		五何切				疑	歌	平			U+5CE8
05CED-003-033-011	峭		chiêu	3	33	11	宵	0	[《藤田2018》]	七肖反		七肖反		七肖切				清	笑	去			U+5CED
05CF4-002-025-007	峴		xén	2	25	7	元	2	[《切三》]	胡顯反		胡繭反		胡典切				匣	銑	上			U+5CF4
05CFB-003-021-021	峻		sŷn	3	21	21	文	3	[《S6176r》]	私〓反		私閏反		私閏切				心	稕	去			U+5CFB
05CFF-001-011-008	峿		ŋo	1	11	8	魚	1	[《P3695》]	null		null		五乎切				null	null	null			U+5CFF
05CFF-002-008-001	峿		ŋió	2	8	1	魚	2	[《切三》]	null		null		null		偶舉切		null	null	null			U+5CFF
05D06-001-001-021	崆		khuŋ	1	1	21	東	2	[《P3798》]	〓〓反		苦紅反		苦紅切				溪	東	平			U+5D06
05D06-001-004-012	崆		khroŋ	1	4	12	東	2	[《切三》, 《P3696(2)》]	null		null		苦江切				null	null	null			U+5D06
05D0B-001-034-009	崋		xrua	1	34	9	魚	2	[《切三》]	null		null		户花切				null	null	null			U+5D0B
05D0B-003-037-023	崋		xruâ	3	37	23	魚	2	[《S6176v》]	胡化反		〼〼〼（胡化反）	《王一》脱字（胡化反），《王三》未收。	胡化切				匣	禡	去			U+5D0B
05D0C-001-009-004	崌		kio	1	9	4	魚	2	[《切三》]	null		null		九魚切				null	null	null			U+5D0C
05D0D-001-016-007	崍		ləi	1	16	7	之	1	[《P3695》]	落哀反		落哀反		落哀切				來	咍	平			U+5D0D
05D11-001-022-002	崑		kun	1	22	2	文	2	[《切三》]	古渾反		古渾反		古渾切				見	魂	平			U+5D11
05D17-001-038-005	崗		kaŋ	1	38	5	陽	2	[《切三》]	古郎反		古郎反		古郎切				見	唐	平			U+5D17
05D1B-004-006-006	崛		gyut	4	6	6	物	2	[《切三》, 《P3694v》]	衢物反		衢物反		衢物切				群	物	入			U+5D1B
05D1B-004-006-117	崛		ŋyut	4	6	117	物	2	[《切三》, 《P3694v》]	null		null		魚勿切				null	null	null			U+5D1B
05D1D-001-040-008	崝		dzreŋ	1	40	8	耕	2	[《切三》]	null		仕耕反		士耕切				崇	耕	平			U+5D1D
05D1F-001-046-019	崟		ŋrim	1	46	19	侵	2	[《S6187》]	魚今反		魚音反		魚金切				疑	侵	平			U+5D1F
05D34-001-014-012	崴		qruei	1	14	12	微	2	[《切三》]	乙乖反		乙乖反		乙皆切				null	null	null			U+5D34
05D47-001-012-007	嵇		xei	1	12	7	脂	2	[《切三》]	胡鷄反		胡鷄反		胡鷄切				匣	齊	平			U+5D47
05D4A-003-052-003	嵊		zhiə̂ŋ	3	52	3	蒸	2	[《P3694r》]	null		null		實證切				船	證	去			U+5D4A
05D52-001-051-005	嵒		ŋrem	1	51	5	侵	2	[《切三》]	五咸反		五咸反		五咸切				疑	咸	平			U+5D52
05D6B-001-007-021	嵫		ciə	1	7	21	之	2	[《切三》]	子之反		子慈反		子之切				null	null	null			U+5D6B
05D6F-001-005-034	嵯		chrie	1	5	34	歌	0	[《藤田2018》]	null		null		楚宜切				null	null	null			U+5D6F
05D6F-001-033-016	嵯		dza	1	33	16	歌	2	[《切三》]	昨何反		昨何反		昨何切				從	歌	平			U+5D6F
05D88-001-037-025	嶈		chiaŋ	1	37	25	陽	2	[《切三》]	null		null		七羊切				清	陽	平			U+5D88
05D94-001-046-018	嶔		khrim	1	46	18	侵	2	[《S6187》]	去音反		去音反		去金切				溪	侵	平			U+5D94
05D94-001-046-020	嶔		qhrim	1	46	20	侵	2	[《S6187》]	null		null		null		虚金切		null	null	null			U+5D94
05D9F-001-017-032	嶟		cyn	1	17	32	文	2	[《切三》]	null		null		將倫切				null	null	null			U+5D9F
05D9F-001-017-033	嶟		chyn	1	17	33	文	2	[《切三》]	null		null		null		七倫切		null	null	null			U+5D9F
05D9F-001-022-006	嶟		cun	1	22	6	文	2	[《切三》]	null		即昆反		祖昆切				null	null	null			U+5D9F
05DA1-003-014-015	嶡		kryêi	3	14	15	月	3	[《P3696(1)v》]	null		null		null		姑衛切		null	null	null			U+5DA1
05DA8-004-004-011	嶨		khrok	4	4	11	覺	2	[《切三》]	null		null		苦角切				null	null	null			U+5DA8
05DA8-004-004-017	嶨		xrok	4	4	17	覺	2	[《切三》]	户角反		户角反		胡覺切				null	null	null			U+5DA8
05DAA-004-031-001	嶪		ŋiap	4	31	1	葉	2	[《P4746》]	null		null		魚怯切				null	null	null			U+5DAA
05DAE-002-045-003	嶮		qhriém	2	45	3	談	2	[《切三》]	null		null		虚檢切				曉	琰	上			U+5DAE
05DAE-002-045-006	嶮		ŋriém	2	45	6	談	2	[《切三》]	null		魚檢反		魚檢切				null	null	null			U+5DAE
05DDB-001-022-016	巛		khun	1	22	16	文	2	[《切三》]	null		null		苦昆切				null	null	null			U+5DDB
05DDB-001-028-025	巛		thyen	1	28	25	文	2	[《切三》]	null		昌緣反		昌緣切				昌	仙	平			U+5DDB
05DDD-001-028-025	川		thyen	1	28	25	文	2	[《切三》]	昌緣反		昌緣反		昌緣切				昌	仙	平			U+5DDD
05DDE-001-043-012	州		tyu	1	43	12	幽	2	[《切三》]	職鳩反		職鳩反		職流切				章	尤	平			U+5DDE
05DDF-001-038-008	巟		qhuaŋ	1	38	8	陽	2	[《切三》]	null		呼光反		呼光切				null	null	null			U+5DDF
05DE1-001-017-034	巡		zyn	1	17	34	文	2	[《切三》]	詳遵反		詳遵反		詳遵切				邪	諄	平			U+5DE1
05DE1-001-028-026	巡		jyen	1	28	26	文	2	[《切三》]	null		null		null		余專切		null	null	null			U+5DE1
05DE5-001-001-022	工		kuŋ	1	1	22	東	3	[《切二》]	古紅反		古紅反		古紅切				見	東	平			U+5DE5
05DE6-002-031-017	左		cá	2	31	17	歌	2	[《切三》]	作可反		則可反		臧可切				精	哿	上			U+5DE6
05DE6-003-036-003	左		câ	3	36	3	歌	0	[《藤田2018》]	作箇反		作箇反		則箇切				null	null	null			U+5DE6
05DE8-002-008-014	巨		gió	2	8	14	魚	2	[《切三》]	其吕反		其吕反		其吕切				群	語	上			U+5DE8
05DE8-002-009-019	巨		kyó	2	9	19	魚	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	｛矩｝。《辭源》第二音“《古今韵會舉要》果羽切”項：“‘矩’、‘榘’的古字。《説文》‘巨’重文爲‘榘’。省作‘矩’。見‘巨獲’。”“巨獲”詞條：“法度。同‘矩矱’。《管子·宙合》：‘成功之術，必有巨獲。’巨獲，讀爲‘榘（矩）矱’。”	U+5DE8
05DE9-002-002-013	巩		kyóŋ	2	2	13	東	2	[《切三》]	null		null		居悚切				見	腫	上			U+5DE9
05DEE-001-005-034	差		chrie	1	5	34	歌	2	[《切三》]	〓〓反		楚宜反		楚宜切				初	支	平			U+5DEE
05DEE-001-013-008	差		chre	1	13	8	歌	2	[《切三》]	null		null		楚佳切				初	佳	平			U+5DEE
05DEE-001-014-008	差		chrei	1	14	8	歌	2	[《切三》]	楚皆反		楚皆反		楚皆切				null	null	null			U+5DEE
05DEE-001-034-018	差		chra	1	34	18	歌	2	[《切三》]	null		null		初牙切				初	麻	平			U+5DEE
05DEE-003-015-007	差		chrê	3	15	7	歌	3	[《P3696(1)v》]	楚懈反		楚懈反		楚懈切				初	卦	去			U+5DEE
05DEE-003-037-504	差		chrâ	3	37	504	歌	0	[《藤田2018》]	null		null		null		楚嫁切		初	禡	去			U+5DEE
05DF1-002-006-007	己		kiə́	2	6	7	之	2	[《切三》]	居似反	《切三》居似反，《TIVK75-100br》居已反。	居似反	《王一》居似反，《王三》居以反。	居理切				見	止	上			U+5DF1
05DF7-003-004-002	巷		xrôŋ	3	4	2	東	3	[《P3696(1)r》]	胡降反		胡降反		胡絳切				匣	絳	去			U+5DF7
05DFE-001-017-028	巾		krin	1	17	28	文	2	[《切三》]	居鄰反		居鄰反		居銀切				見	真	平			U+5DFE
05DFE-003-021-512	巾		krîn	3	21	512	文	0	[《藤田2018》]	null		null		null		居覲切		null	null	null			U+5DFE
05E02-002-006-002	市		diə́	2	6	2	之	2	[《切三》]	時止反		時止反		時止切				禪	止	上			U+5E02
05E11-001-011-006	帑		no	1	11	6	魚	1	[《P3695》]	乃胡反		乃胡反		乃都切				泥	模	平			U+5E11
05E11-002-036-008	帑		tháŋ	2	36	8	魚	2	[《切三》]	他朗反		他朗反		他朗切				透	蕩	上			U+5E11
05E15-003-037-022	帕		phrâ	3	37	22	鐸	2	[《S6176v》]	null		null		null		普駕切		滂	禡	去			U+5E15
05E15-004-013-016	帕		mrat	4	13	16	鐸	2	[《切三》]	null		null		莫鎋切				明	鎋	入			U+5E15
05E15-004-019-001	帕		mrak	4	19	1	鐸	2	[《切三》]	莫白反		莫白反		莫白切				null	null	null			U+5E15
05E18-001-018-003	帘		dzrin	1	18	3	文	2	[《切三》]	null		null		士臻切				null	null	null			U+5E18
05E18-001-047-002	帘		liem	1	47	2	談	0	[《藤田2018》]	null		null		力鹽切				來	鹽	平			U+5E18
05E1A-002-041-023	帚		tyú	2	41	23	幽	2	[《切三》]	之久反		之久反		之九切				章	有	上			U+5E1A
05E1B-004-019-004	帛		brak	4	19	4	鐸	2	[《切三》]	傍陌反		傍陌反		傍陌切				並	陌	入			U+5E1B
05E1F-004-017-004	帟		jiek	4	17	4	鐸	2	[《切三》]	羊益反		羊益反		羊益切				以	昔	入			U+5E1F
05E22-004-022-002	帢		khrep	4	22	2	緝	2	[《切三》]	null		苦洽反		苦洽切				null	null	null			U+5E22
05E2C-001-019-006	帬		gyun	1	19	6	文	0	[《藤田2018》]	null		渠云反		渠云切				群	文	平			U+5E2C
05E2D-004-017-011	席		ziek	4	17	11	鐸	2	[《切三》]	詳亦反		詳昔反		祥易切				邪	昔	入			U+5E2D
05E33-003-040-006	帳		triâŋ	3	40	6	陽	0	[《藤田2018》]	陟亮反		陟亮反		陟亮切				知	漾	去			U+5E33
05E4C-002-036-015	幌		xuáŋ	2	36	15	陽	2	[《切三》]	胡廣反		胡廣反		胡廣切				匣	蕩	上			U+5E4C
05E74-001-027-011	年		nen	1	27	11	真	2	[《切三》]	奴賢反		奴賢反		奴顛切				泥	先	平			U+5E74
05E7B-003-029-005	幻		xruên	3	29	5	元	0	[《藤田2018》]	胡辨反		胡辨反		胡辨切				匣	襇	去			U+5E7B
05E81-001-042-011	庁		theŋ	1	42	11	耕	0	[《藤田2018》]	null		null		他丁切				透	青	平			U+5E81
05E84-001-037-021	庄		criaŋ	1	37	21	陽	2	[《切三》]	側羊反		側羊反		側羊切				莊	陽	平			U+5E84
05E84-001-040-016	庄		breŋ	1	40	16	陽	2	[《切三》]	null		扶萌反		薄萌切				並	耕	平	并聲音。		U+5E84
