grien	dziwdu	dziwdu_qhanshiev	xreishievbu	xreishievbu_qhanshiev	pyunqhrua	xreishievbu_pyuideiqit	shievvuai	shievvuai_pyunqhrua_xryitriw	thovqitmra_xreishievbu	thonvqitmra_dziwdu
07531-07D2C	紬		由			[]	[糸]		U+7531	U+7D2C
07531-080C4	胄		由			[]	[冃]		U+7531	U+80C4
07531-08233	舳		由			[]	[舟]		U+7531	U+8233
07531-086B0	蚰		由			[]	[虫]		U+7531	U+86B0
07531-08896	袖		由			[]	[衣]		U+7531	U+8896
07531-08EF8	軸		由			[]	[車]		U+7531	U+8EF8
07531-08FEA	迪		由			[]	[辵]		U+7531	U+8FEA
07531-090AE	邮		由			[]	[邑]		U+7531	U+90AE
07531-091C9	釉		由			[]	[釆]		U+7531	U+91C9
07531-09B8B	鮋		由			[]	[魚]		U+7531	U+9B8B
07531-09F2C	鼬		由			[]	[鼠]		U+7531	U+9F2C
07537-07537	男		男			[]	[]		U+7537	U+7537
07540-0568A	嚊		畀			[]	[自, 口]		U+7540	U+568A
07540-06DE0	淠		畀			[]	[水]		U+7540	U+6DE0
07540-06FDE	濞		畀			[]	[自, 水]		U+7540	U+6FDE
07540-07540	畀		畀			[]	[]		U+7540	U+7540
07540-075F9	痹		畀			[]	[疒]		U+7540	U+75F9
07540-07B85	箅		畀			[]	[竹]		U+7540	U+7B85
07540-09F3B	鼻		畀			[]	[自]		U+7540	U+9F3B
0757A-04C94	䲔		畺			[]	[魚]		U+757A	U+4C94
0757A-050F5	僵		畺			[]	[人]		U+757A	U+50F5
0757A-058C3	壃		畺			[]	[土]		U+757A	U+58C3
0757A-05F4A	彊		畺			[]	[弓]		U+757A	U+5F4A
0757A-06A7F	橿		畺			[]	[木]		U+757A	U+6A7F
0757A-06BAD	殭		畺			[]	[歹]		U+757A	U+6BAD
0757A-0757A	畺		畺			[]	[]		U+757A	U+757A
0757A-07586	疆		畺			[彊]	[弓, 土]		U+757A	U+7586
0757A-07E6E	繮		畺			[]	[糸]		U+757A	U+7E6E
0757A-08591	薑		畺			[]	[艸]		U+757A	U+8591
0757A-097C1	韁		畺			[]	[革]		U+757A	U+97C1
0767D-04F2F	伯		白			[]	[人]		U+767D	U+4F2F
0767D-04F70	佰		白			[百]	[一, 人]		U+767D	U+4F70
0767D-05E15	帕		白			[]	[巾]		U+767D	U+5E15
0767D-05E1B	帛		白			[]	[巾]		U+767D	U+5E1B
0767D-06015	怕		白			[]	[心]		U+767D	U+6015
0767D-062CD	拍		白			[]	[手]		U+767D	U+62CD
0767D-067CF	柏		白			[]	[木]		U+767D	U+67CF
0767D-06CCA	泊		白			[泊]	[水]		U+767D	U+6CCA
0767D-072DB	狛		白			[]	[犬]		U+767D	U+72DB
0767D-073C0	珀		白			[]	[玉]		U+767D	U+73C0
0767D-07560	畠		白			[]	[田]		U+767D	U+7560
0767D-0767D	白		白			[]	[]		U+767D	U+767D
0767D-0767E	百		白			[百]	[一]		U+767D	U+767E
0767D-07695	皕		白			[百]	[一, 百]		U+767D	U+7695
0767D-0769B	皛		白			[]	[㿟]		U+767D	U+769B
0767D-078A7	碧		白			[]	[碧]		U+767D	U+78A7
0767D-07B94	箔		白			[泊]	[水, 竹]		U+767D	U+7B94
0767D-07C95	粕		白			[]	[米]		U+767D	U+7C95
0767D-07D48	絈		白			[]	[糸]		U+767D	U+7D48
0767D-08236	舶		白			[]	[舟]		U+767D	U+8236
0767D-08C8A	貊		白			[百]	[一, 豸]		U+767D	U+8C8A
0767D-08FEB	迫		白			[]	[辵]		U+767D	U+8FEB
0767D-0964C	陌		白			[百]	[一, 阜]		U+767D	U+964C
0767D-09B44	魄		白			[]	[鬼]		U+767D	U+9B44
07687-051F0	凰		皇			[]	[几]		U+7687	U+51F0
07687-055A4	喤		皇			[]	[口]		U+7687	U+55A4
07687-05A93	媓		皇			[]	[女]		U+7687	U+5A93
07687-05FA8	徨		皇			[]	[彳]		U+7687	U+5FA8
07687-060F6	惶		皇			[]	[心]		U+7687	U+60F6
07687-06E5F	湟		皇			[]	[水]		U+7687	U+6E5F
07687-0714C	煌		皇			[]	[火]		U+7687	U+714C
07687-07687	皇		皇			[]	[]		U+7687	U+7687
07687-07BC1	篁		皇			[]	[竹]		U+7687	U+7BC1
07687-0824E	艎		皇			[]	[舟]		U+7687	U+824E
07687-08757	蝗		皇			[]	[虫]		U+7687	U+8757
07687-09051	遑		皇			[]	[辵]		U+7687	U+9051
07687-0968D	隍		皇			[]	[阜]		U+7687	U+968D
0768B-055E5	嗥		皋			[]	[口]		U+768B	U+55E5
0768B-066A4	暤		皋			[]	[日]		U+768B	U+66A4
0768B-069D4	槔		皋			[]	[木]		U+768B	U+69D4
0768B-0768B	皋		皋			[]	[]		U+768B	U+768B
0768B-0769E	皞		皋			[]	[白]		U+768B	U+769E
0768B-0777E	睾		皋		分	[]	[]		U+768B	U+777E
0768B-07FF1	翱		皋			[]	[羽]		U+768B	U+7FF1
076C8-06979	楹		盈			[]	[木]		U+76C8	U+6979
076C8-076C8	盈		盈			[]	[]		U+76C8	U+76C8
076D7-076D7	盗		盗			[]	[]		U+76D7	U+76D7
076E3-05C37	尷		監			[]	[尢]		U+76E3	U+5C37
076E3-0652C	攬		監			[覽]	[見, 手]		U+76E3	U+652C
076E3-06ABB	檻		監			[]	[木]		U+76E3	U+6ABB
076E3-06B16	欖		監			[覽]	[見, 木]		U+76E3	U+6B16
076E3-06FEB	濫		監			[]	[水]		U+76E3	U+6FEB
076E3-076E3	監		監			[]	[]		U+76E3	U+76E3
076E3-07C43	籃		監			[]	[竹]		U+76E3	U+7C43
076E3-07E9C	纜		監			[覽]	[見, 糸]		U+76E3	U+7E9C
076E3-08266	艦		監			[]	[舟]		U+76E3	U+8266
076E3-085CD	藍		監			[]	[艸]		U+76E3	U+85CD
076E3-08964	襤		監			[]	[衣]		U+76E3	U+8964
076E3-089BD	覽		監			[覽]	[見]		U+76E3	U+89BD
076E3-08F5E	轞		監			[]	[車]		U+76E3	U+8F5E
076E3-09452	鑒		監			[]	[金]		U+76E3	U+9452
076E3-09E7D	鹽		監			[]	[鹵]		U+76E3	U+9E7D
076E9-076E9	盩		盩			[]	[]		U+76E9	U+76E9
076EE-076EE	目		目			[]	[]		U+76EE	U+76EE
076EE-082DC	苜		目			[]	[艸]		U+76EE	U+82DC
076F8-053A2	厢		相			[]	[广]		U+76F8	U+53A2
076F8-05B40	孀		相			[霜]	[雨, 女]		U+76F8	U+5B40
076F8-060F3	想		相			[]	[心]		U+76F8	U+60F3
076F8-06E58	湘		相			[]	[水]		U+76F8	U+6E58
076F8-076F8	相		相			[]	[]		U+76F8	U+76F8
076F8-07BB1	箱		相			[]	[竹]		U+76F8	U+7BB1
076F8-07DD7	緗		相			[]	[糸]		U+76F8	U+7DD7
076F8-08459	葙		相			[]	[艸]		U+76F8	U+8459
076F8-0971C	霜		相			[霜]	[雨]		U+76F8	U+971C
076F8-09A66	驦		相			[霜]	[雨, 馬]		U+76F8	U+9A66
076F8-09E18	鸘		相			[霜]	[雨, 鳥]		U+76F8	U+9E18
077E9-06998	榘		矩			[榘]	[木]		U+77E9	U+6998
077E9-06E20	渠		矩			[榘, 渠]	[木, 水]		U+77E9	U+6E20
077E9-077E9	矩		矩			[]	[]		U+77E9	U+77E9
077E9-078F2	磲		矩			[榘, 渠]	[木, 水, 石]		U+77E9	U+78F2
077E9-08556	蕖		矩			[榘, 渠]	[木, 水, 艸]		U+77E9	U+8556
077F3-05992	妒		石			[]	[女]		U+77F3	U+5992
077F3-05B95	宕		石			[]	[宀]		U+77F3	U+5B95
077F3-05E2D	席		石			[席]	[巾]		U+77F3	U+5E2D
077F3-05EA6	度		石			[度]	[又]		U+77F3	U+5EA6
077F3-05EB6	庶		石			[庶]	[火]		U+77F3	U+5EB6
077F3-062D3	拓		石			[]	[手]		U+77F3	U+62D3
077F3-0646D	摭		石			[庶]	[火, 手]		U+77F3	U+646D
077F3-065AB	斫		石			[]	[斤]		U+77F3	U+65AB
077F3-067D8	柘		石			[]	[木]		U+77F3	U+67D8
077F3-06A50	橐		石			[橐]	[束]		U+77F3	U+6A50
077F3-06E21	渡		石			[度]	[又, 水]		U+77F3	U+6E21
077F3-077F3	石		石			[]	[]		U+77F3	U+77F3
077F3-078A9	碩		石			[]	[頁]		U+77F3	U+78A9
077F3-078D4	磔		石			[]	[桀]		U+77F3	U+78D4
077F3-0794F	祏		石			[]	[示]		U+77F3	U+794F
077F3-084C6	蓆		石			[席]	[巾, 艸]		U+77F3	U+84C6
077F3-08517	蔗		石			[庶]	[火, 艸]		U+77F3	U+8517
077F3-08839	蠹		石			[橐]	[束, 䖵]		U+77F3	U+8839
077F3-08DD6	跖		石			[]	[足]		U+77F3	U+8DD6
077F3-08E31	踱		石			[度]	[又, 足]		U+77F3	U+8E31
077F3-08E60	蹠		石			[庶]	[火, 足]		U+77F3	U+8E60
077F3-0906E	遮		石			[庶]	[火, 辵]		U+77F3	U+906E
077F3-0934D	鍍		石			[度]	[又, 金]		U+77F3	U+934D
077F3-09DD3	鷓		石			[庶]	[火, 鳥]		U+77F3	U+9DD3
077F3-09F2B	鼫		石			[]	[鼠]		U+77F3	U+9F2B
0793C-0793C	礼		礼			[]	[]		U+793C	U+793C
079B9-03762	㝢		禹			[]	[宀]		U+79B9	U+3762
079B9-0504A	偊		禹			[]	[人]		U+79B9	U+504A
079B9-07440	瑀		禹			[]	[玉]		U+79B9	U+7440
079B9-079B9	禹		禹			[]	[]		U+79B9	U+79B9
079B9-08E3D	踽		禹			[]	[足]		U+79B9	U+8E3D
079B9-09F72	齲		禹			[]	[齒]		U+79B9	U+9F72
079BC-079BC	禼		禼			[]	[]		U+79BC	U+79BC
079BC-07ACA	竊		禼			[]	[竊]		U+79BC	U+7ACA
079CB-050FD	僽		秋			[]	[心, 人]		U+79CB	U+50FD
079CB-0557E	啾		秋			[]	[口]		U+79CB	U+557E
079CB-06100	愀		秋			[]	[心]		U+79CB	U+6100
079CB-06101	愁		秋			[]	[心]		U+79CB	U+6101
079CB-06978	楸		秋			[]	[木]		U+79CB	U+6978
079CB-06E6B	湫		秋			[]	[水]		U+79CB	U+6E6B
079CB-07503	甃		秋			[]	[瓦]		U+79CB	U+7503
079CB-079CB	秋		秋			[]	[]		U+79CB	U+79CB
079CB-08429	萩		秋			[]	[艸]		U+79CB	U+8429
079CB-097A6	鞦		秋			[]	[革]		U+79CB	U+97A6
079CB-09C0D	鰍		秋			[]	[魚]		U+79CB	U+9C0D
079CB-09D96	鶖		秋			[]	[鳥]		U+79CB	U+9D96
07A7F-07A7F	穿		穿			[]	[]		U+7A7F	U+7A7F
07ACB-04F4D	位		立			[位]	[人]		U+7ACB	U+4F4D
07ACB-062C9	拉		立			[]	[手]		U+7ACB	U+62C9
07ACB-06631	昱		立			[昱]	[日]		U+7ACB	U+6631
07ACB-06CE3	泣		立			[]	[水]		U+7ACB	U+6CE3
07ACB-06D96	涖		立			[位, 涖]	[人, 水]		U+7ACB	U+6D96
07ACB-0715C	煜		立			[昱]	[日, 火]		U+7ACB	U+715C
07ACB-07ACB	立		立			[]	[]		U+7ACB	U+7ACB
07ACB-07B20	笠		立			[]	[竹]		U+7ACB	U+7B20
07ACB-07C92	粒		立			[]	[米]		U+7ACB	U+7C92
07ACB-07FCA	翊		立			[]	[羽]		U+7ACB	U+7FCA
07ACB-07FCC	翌		立			[]	[羽]		U+7ACB	U+7FCC
07ACB-082D9	苙		立			[]	[艸]		U+7ACB	U+82D9
07ACB-08385	莅		立			[位]	[人, 艸]		U+7ACB	U+8385
07ACB-098AF	颯		立			[]	[風]		U+7ACB	U+98AF
07AF9-07AF9	竹		竹			[]	[]		U+7AF9	U+7AF9
07AF9-07AFA	竺		竹			[]	[二]		U+7AF9	U+7AFA
07AF9-07B51	筑		竹			[筑]	[巩]		U+7AF9	U+7B51
07AF9-07BC9	築		竹			[筑]	[巩, 木]		U+7AF9	U+7BC9
07AF9-07BE4	篤		竹			[]	[馬]		U+7AF9	U+7BE4
07B11-054B2	咲		笑			[]	[口]		U+7B11	U+54B2
07B11-07B11	笑		笑			[]	[]		U+7B11	U+7B11
07B6E-0566C	噬		筮			[]	[]		U+7B6E	U+566C
07B6E-06FA8	澨		筮			[]	[]		U+7B6E	U+6FA8
07B6E-07B6E	筮		筮			[]	[]		U+7B6E	U+7B6E
07C73-06549	敉		米			[]	[攴]		U+7C73	U+6549
07C73-0772F	眯		米			[]	[目]		U+7C73	U+772F
07C73-07C73	米		米			[]	[]		U+7C73	U+7C73
07C73-07C81	粁		米			[]	[千]		U+7C73	U+7C81
07C73-07C82	粂		米			[]	[久]		U+7C73	U+7C82
07C73-07C8D	粍		米			[]	[毛]		U+7C73	U+7C8D
07C73-07CCE	糎		米			[]	[厘]		U+7C73	U+7CCE
07C73-08B0E	謎		米			[迷]	[辵, 言]		U+7C73	U+8B0E
07C73-08FF7	迷		米			[迷]	[辵]		U+7C73	U+8FF7
07C73-09E8B	麋		米			[]	[鹿]		U+7C73	U+9E8B
07CDE-07CDE	糞		糞			[]	[]		U+7CDE	U+7CDE
07CF8-07CF8	糸		糸			[]	[]		U+7CF8	U+7CF8
07D72-07D72	絲		絲			[]	[]		U+7D72	U+7D72
07E6D-07E6D	繭		繭			[]	[]		U+7E6D	U+7E6D
07F36-05BF6	寶		缶			[]	[寶]		U+7F36	U+5BF6
07F36-07F36	缶		缶			[]	[]		U+7F36	U+7F36
07F51-07F51	网		网			[]	[]		U+7F51	U+7F51
07F91-07F91	羑		羑			[]	[]		U+7F91	U+7F91
07F94-0799A	禚		羔			[]	[示]		U+7F94	U+799A
07F94-07AAF	窯		羔			[]	[穴]		U+7F94	U+7AAF
07F94-07CD5	糕		羔			[]	[米]		U+7F94	U+7CD5
07F94-07F94	羔		羔			[]	[]		U+7F94	U+7F94
07F94-0993B	餻		羔			[]	[食]		U+7F94	U+993B
07FB9-07FB9	羹		羹			[]	[]		U+7FB9	U+7FB9
08005-05132	儲		者			[諸]	[言, 人]		U+8005	U+5132
08005-05835	堵		者			[]	[土]		U+8005	U+5835
08005-05962	奢		者			[奢]	[大]		U+8005	U+5962
08005-05C60	屠		者			[]	[尸]		U+8005	U+5C60
08005-064A6	撦		者			[奢]	[大, 手]		U+8005	U+64A6
08005-06691	暑		者			[]	[日]		U+8005	U+6691
08005-066D9	曙		者			[署]	[网, 日]		U+8005	U+66D9
08005-066F8	書		者			[]	[聿]		U+8005	U+66F8
08005-0696E	楮		者			[]	[木]		U+8005	U+696E
08005-06A65	橥		者			[猪]	[犬, 木]		U+8005	U+6A65
08005-06AE7	櫧		者			[諸]	[言, 木]		U+8005	U+6AE7
08005-06E1A	渚		者			[]	[水]		U+8005	U+6E1A
08005-06F74	潴		者			[猪]	[犬, 水]		U+8005	U+6F74
08005-0716E	煮		者			[]	[火]		U+8005	U+716E
08005-0732A	猪		者			[猪]	[犬]		U+8005	U+732A
08005-0760F	瘏		者			[]	[疒]		U+8005	U+760F
08005-07740	着		者			[著]	[艸]	1	U+8005	U+7740
08005-07779	睹		者			[]	[目]		U+8005	U+7779
08005-07BB8	箸		者			[著]	[竹]		U+8005	U+7BB8
08005-07DD2	緒		者			[]	[糸]		U+8005	U+7DD2
08005-07F72	署		者			[署]	[网]		U+8005	U+7F72
08005-07FE5	翥		者			[]	[羽]		U+8005	U+7FE5
08005-08005	者		者			[]	[]		U+8005	U+8005
08005-08457	著		者			[著]	[艸]		U+8005	U+8457
08005-085AF	薯		者			[署]	[网, 艸]		U+8005	U+85AF
08005-085F7	藷		者			[諸]	[言, 艸]		U+8005	U+85F7
08005-0891A	褚		者			[]	[衣]		U+8005	U+891A
08005-08AF8	諸		者			[諸]	[言]		U+8005	U+8AF8
08005-08CED	賭		者			[]	[貝]		U+8005	U+8CED
08005-08D6D	赭		者			[]	[赤]		U+8005	U+8D6D
08005-08E87	躇		者			[著]	[艸, 足]		U+8005	U+8E87
08005-090FD	都		者			[]	[邑]		U+8005	U+90FD
08005-095CD	闍		者			[]	[門]		U+8005	U+95CD
08015-05211	刑		耕			[]	[刀]		U+8015	U+5211
08015-0578B	型		耕			[]	[刀, 土]		U+8015	U+578B
08015-05F62	形		耕			[]	[彡]		U+8015	U+5F62
08015-0784E	硎		耕			[]	[刀, 石]		U+8015	U+784E
08015-08015	耕		耕			[]	[耒]		U+8015	U+8015
08015-08346	荆		耕			[]	[刀, 艸]		U+8015	U+8346
08015-090A2	邢		耕			[]	[邑]		U+8015	U+90A2
08015-09203	鈃		耕			[]	[金]		U+8015	U+9203
08015-09276	鉶		耕			[]	[刀, 金]		U+8015	U+9276
08033-04F74	佴		耳			[]	[人]		U+8033	U+4F74
08033-05235	刵		耳			[]	[刀]		U+8033	U+5235
08033-06BE6	毦		耳			[]	[毛]		U+8033	U+6BE6
08033-06D31	洱		耳			[]	[水]		U+8033	U+6D31
08033-073E5	珥		耳			[]	[玉]		U+8033	U+73E5
08033-08033	耳		耳			[]	[]		U+8033	U+8033
08033-0803B	耻		耳			[]	[心]		U+8033	U+803B
08033-0990C	餌		耳			[]	[食]		U+8033	U+990C
0803F-0803F	耿		耿			[]	[]		U+803F	U+803F
0803F-08927	褧		耿			[]	[衣]		U+803F	U+8927
0806F-0806F	聯		聯			[]	[]		U+806F	U+806F
0807F-05F8B	律		聿			[律]	[彳]		U+807F	U+5F8B
0807F-07B46	筆		聿			[]	[竹]		U+807F	U+7B46
0807F-0807F	聿		聿			[]	[]		U+807F	U+807F
0807F-0844E	葎		聿			[律]	[彳, 艸]		U+807F	U+844E
08089-06712	朒		肉			[]	[月]		U+8089	U+6712
08089-08089	肉		肉			[]	[]		U+8089	U+8089
08098-05B88	守		肘			[守]	[宀]		U+8098	U+5B88
08098-072E9	狩		肘			[守]	[宀, 犬]		U+8098	U+72E9
08098-07D02	紂		肘			[]	[糸]		U+8098	U+7D02
08098-08098	肘		肘			[]	[肉]		U+8098	U+8098
08098-08A0E	討		肘			[]	[言]		U+8098	U+8A0E
08098-0914E	酎		肘			[]	[酉]		U+8098	U+914E
08098-09167	酧		肘			[守]	[宀, 酉]		U+8098	U+9167
0809C-05F64	彤		肜			[]	[丹]		U+809C	U+5F64
0809C-0809C	肜		肜			[]	[肉]		U+809C	U+809C
080A9-080A9	肩		肩			[]	[]		U+80A9	U+80A9
080A9-09D73	鵳		肩			[]	[鳥]		U+80A9	U+9D73
081E3-0569A	嚚		臣			[]	[㗊]		U+81E3	U+569A
081E3-05805	堅		臣			[臤, 堅]	[臤, 土]		U+81E3	U+5805
081E3-06173	慳		臣			[臤, 堅]	[臤, 土, 心]		U+81E3	U+6173
081E3-0647C	摼		臣			[臤, 堅]	[臤, 土, 手]		U+81E3	U+647C
081E3-06A2B	樫		臣			[臤, 堅]	[臤, 土, 木]		U+81E3	U+6A2B
081E3-07DCA	緊		臣			[臤]	[臤, 糸]		U+81E3	U+7DCA
081E3-0814E	腎		臣			[臤]	[臤, 肉]		U+81E3	U+814E
081E3-081E3	臣		臣			[]	[]		U+81E3	U+81E3
081E3-081E4	臤		臣			[臤]	[臤]		U+81E3	U+81E4
081E3-08CE2	賢		臣			[臤]	[臤, 貝]		U+81E3	U+8CE2
081E3-093D7	鏗		臣			[臤, 堅]	[臤, 土, 金]		U+81E3	U+93D7
081E3-09C39	鰹		臣			[臤, 堅]	[臤, 土, 魚]		U+81E3	U+9C39
081F1-07C69	籩		臱			[邊]	[辵, 竹]		U+81F1	U+7C69
081F1-081F1	臱		臱			[]	[]		U+81F1	U+81F1
081F1-0908A	邊		臱			[邊]	[辵]		U+81F1	U+908A
081F3-04F84	侄		至			[]	[人]		U+81F3	U+4F84
081F3-057A4	垤		至			[]	[土]		U+81F3	U+57A4
081F3-059EA	姪		至			[]	[女]		U+81F3	U+59EA
081F3-05BA4	室		至			[]	[宀]		U+81F3	U+5BA4
081F3-06303	挃		至			[]	[手]		U+81F3	U+6303
081F3-0684E	桎		至			[]	[木]		U+81F3	U+684E
081F3-07A92	窒		至			[窒]	[穴]		U+81F3	U+7A92
081F3-07D70	絰		至			[]	[糸]		U+81F3	U+7D70
081F3-07DFB	緻		至			[致]	[夊, 糸]		U+81F3	U+7DFB
081F3-0800B	耋		至			[]	[老]		U+81F3	U+800B
081F3-081F3	至		至			[]	[]		U+81F3	U+81F3
081F3-081F4	致		至			[致]	[夊]		U+81F3	U+81F4
081F3-086ED	蛭		至			[]	[虫]		U+81F3	U+86ED
081F3-087B2	螲		至			[窒]	[穴, 虫]		U+81F3	U+87B2
081F3-08F0A	輊		至			[]	[車]		U+81F3	U+8F0A
081F3-090C5	郅		至			[]	[邑]		U+81F3	U+90C5
081F3-0928D	銍		至			[]	[金]		U+81F3	U+928D
081FC-081FC	臼		臼			[]	[]		U+81FC	U+81FC
081FC-08205	舅		臼			[]	[男]		U+81FC	U+8205
081FE-05EBE	庾		臾			[]	[广]		U+81FE	U+5EBE
081FE-08174	腴		臾			[]	[肉]		U+81FE	U+8174
081FE-081FE	臾		臾			[]	[]		U+81FE	U+81FE
081FE-08438	萸		臾			[]	[艸]		U+81FE	U+8438
081FE-08ADB	諛		臾			[]	[言]		U+81FE	U+8ADB
0820A-0820A	舊		舊			[]	[]		U+820A	U+820A
0821B-0685D	桝		舛			[]	[木]		U+821B	U+685D
0821B-0821B	舛		舛			[]	[]		U+821B	U+821B
0821B-08348	荈		舛			[]	[艸]		U+821B	U+8348
0821C-077AC	瞬		舜			[]	[目]		U+821C	U+77AC
0821C-0821C	舜		舜			[]	[]		U+821C	U+821C
0821C-08563	蕣		舜			[]	[艸]		U+821C	U+8563
0821F-04F9C	侜		舟			[]	[人]		U+821F	U+4F9C
0821F-0821F	舟		舟			[]	[]		U+821F	U+821F
0821F-08F08	輈		舟			[]	[車]		U+821F	U+8F08
0826F-05A18	娘		良			[]	[女]		U+826F	U+5A18
0826F-05ECA	廊		良			[郎]	[邑, 广]		U+826F	U+5ECA
0826F-060A2	悢		良			[]	[心]		U+826F	U+60A2
0826F-06717	朗		良			[]	[月]		U+826F	U+6717
0826F-06879	桹		良			[]	[木]		U+826F	U+6879
0826F-06994	榔		良			[郎]	[邑, 木]		U+826F	U+6994
0826F-06D6A	浪		良			[浪]	[水]		U+826F	U+6D6A
0826F-072FC	狼		良			[]	[犬]		U+826F	U+72FC
0826F-07405	琅		良			[]	[玉]		U+826F	U+7405
0826F-0746F	瑯		良			[郎]	[邑, 玉]		U+826F	U+746F
0826F-07A02	稂		良			[]	[禾]		U+826F	U+7A02
0826F-07B64	筤		良			[]	[竹]		U+826F	U+7B64
0826F-07CAE	粮		良			[]	[米]		U+826F	U+7CAE
0826F-0826F	良		良			[]	[]		U+826F	U+826F
0826F-083A8	莨		良			[]	[艸]		U+826F	U+83A8
0826F-08497	蒗		良			[浪]	[水, 艸]		U+826F	U+8497
0826F-0870B	蜋		良			[]	[虫]		U+826F	U+870B
0826F-08782	螂		良			[郎]	[邑, 虫]		U+826F	U+8782
0826F-08E09	踉		良			[]	[足]		U+826F	U+8E09
0826F-090CE	郎		良			[郎]	[邑]		U+826F	U+90CE
0826F-092C3	鋃		良			[]	[金]		U+826F	U+92C3
0826F-095AC	閬		良			[]	[門]		U+826F	U+95AC
08272-08272	色		色			[]	[]		U+8272	U+8272
08272-08D69	赩		色			[]	[赤]		U+8272	U+8D69
08278-05C6E	屮		艸		异	[]	[]		U+8278	U+5C6E
08278-06165	慥		艸			[造]	[口, 辵, 心]		U+8278	U+6165
08278-07C09	簉		艸			[造]	[口, 辵, 竹]		U+8278	U+7C09
08278-07CD9	糙		艸			[造]	[口, 辵, 米]		U+8278	U+7CD9
08278-08278	艸		艸			[]	[]		U+8278	U+8278
08278-09020	造		艸			[造]	[口, 辵]		U+8278	U+9020
08288-08288	芈		芈			[]	[]		U+8288	U+8288
0829F-0829F	芟		芟			[]	[]		U+829F	U+829F
08338-08338	茸		茸			[]	[]		U+8338	U+8338
083EF-05629	嘩		華			[]	[艸, 口]		U+83EF	U+5629
083EF-05D0B	崋		華			[]	[山]		U+83EF	U+5D0B
083EF-06A3A	樺		華			[]	[艸, 木]		U+83EF	U+6A3A
083EF-083EF	華		華			[]	[艸]		U+83EF	U+83EF
083EF-08B41	譁		華			[]	[艸, 言]		U+83EF	U+8B41
083EF-090F5	郵		華			[]	[邑]		U+83EF	U+90F5
083EF-093F5	鏵		華			[]	[艸, 金]		U+83EF	U+93F5
083EF-097BE	鞾		華			[]	[艸, 革]		U+83EF	U+97BE
083EF-09A4A	驊		華			[]	[艸, 馬]		U+83EF	U+9A4A
0842C-052F1	勱		萬			[]	[力]		U+842C	U+52F1
0842C-052F5	勵		萬			[厲]	[石, 力]		U+842C	U+52F5
0842C-053B2	厲		萬			[厲]	[石]		U+842C	U+53B2
0842C-06803	栃		萬			[厲]	[石, 木]	2	U+842C	U+6803
0842C-06AD4	櫔		萬			[厲]	[石, 木]		U+842C	U+6AD4
0842C-07658	癘		萬			[]	[疒]		U+842C	U+7658
0842C-0792A	礪		萬			[厲]	[石, 石]		U+842C	U+792A
0842C-07CF2	糲		萬			[厲]	[石, 米]		U+842C	U+7CF2
0842C-0842C	萬		萬			[]	[]		U+842C	U+842C
0842C-08806	蠆		萬			[]	[虫]		U+842C	U+8806
0842C-08823	蠣		萬			[厲]	[石, 虫]		U+842C	U+8823
0842C-09081	邁		萬			[]	[辵]		U+842C	U+9081
0846C-0846C	葬		葬			[]	[]		U+846C	U+846C
0846C-09AD2	髒		葬			[]	[骨]		U+846C	U+9AD2
0866B-0866B	虫		虫			[]	[]		U+866B	U+866B
087F2-0721E	爞		蟲			[]	[火]		U+87F2	U+721E
087F2-0878D	融		蟲			[]	[鬲]		U+87F2	U+878D
087F2-087F2	蟲		蟲			[]	[]		U+87F2	U+87F2
08831-08831	蠱		蠱			[]	[]		U+8831	U+8831
08846-06F68	潨		衆			[]	[水]		U+8846	U+6F68
08846-08846	衆		衆			[]	[]		U+8846	U+8846
0884C-06841	桁		行			[]	[木]		U+884C	U+6841
0884C-073E9	珩		行			[]	[玉]		U+884C	U+73E9
0884C-07D4E	絎		行			[]	[糸]		U+884C	U+7D4E
0884C-08347	荇		行			[]	[艸]		U+884C	U+8347
0884C-08605	蘅		行			[]	[衡, 艸]		U+884C	U+8605
0884C-0884C	行		行			[]	[]		U+884C	U+884C
0884C-08861	衡		行			[]	[衡]		U+884C	U+8861
08863-04F9D	依		衣			[]	[人]		U+8863	U+4F9D
08863-054C0	哀		衣			[]	[口]		U+8863	U+54C0
08863-06246	扆		衣			[]	[户]		U+8863	U+6246
08863-08863	衣		衣			[]	[]		U+8863	U+8863
08881-05712	園		袁			[]	[囗]		U+8881	U+5712
08881-0733F	猿		袁			[]	[犬]		U+8881	U+733F
08881-085B3	薳		袁			[遠]	[辵, 艸]		U+8881	U+85B3
08881-08881	袁		袁			[]	[]		U+8881	U+8881
08881-08F45	轅		袁			[]	[車]		U+8881	U+8F45
08881-09060	遠		袁			[遠]	[辵]		U+8881	U+9060
088D4-088D4	裔		裔			[]	[]		U+88D4	U+88D4
0898B-04FD4	俔		見			[]	[人]		U+898B	U+4FD4
0898B-05CF4	峴		見			[]	[山]		U+898B	U+5CF4
0898B-0665B	晛		見			[]	[日]		U+898B	U+665B
0898B-073FE	現		見			[]	[玉]		U+898B	U+73FE
0898B-0774D	睍		見			[]	[目]		U+898B	U+774D
0898B-0786F	硯		見			[]	[石]		U+898B	U+786F
0898B-07B67	筧		見			[]	[竹]		U+898B	U+7B67
0898B-083A7	莧		見			[]	[艸]		U+898B	U+83A7
0898B-08706	蜆		見			[]	[虫]		U+898B	U+8706
0898B-0898B	見		見			[]	[]		U+898B	U+898B
0898B-09766	靦		見			[]	[面]		U+898B	U+9766
